Brand,Product Name,Discounted Price,Original Price,Rating,Reviews,Material,Availability,Seller,Product URL
Accessorize,Women Multicoloured Floral Beaded Embellished Purse,₹3209,MRP ₹7295,4.6|48 Ratings,48 Ratings,Synthetic,In Stock,PLANET RETAIL HOLDINGS PVT. LTD,https://www.myntra.com/clutches/accessorize/accessorize-women-multicoloured-floral-beaded-embellished-purse/13035170/buy
ODETTE,Embellished Purse Clutch,₹3212,MRP ₹10709,N/A,N/A,Metal,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23890472/buy
Rubans,Handcrafted Black Sling Bag with Intricate Bead Embroidery & Sparkling AD Stone,₹3240,MRP ₹12000,4.9|7 Ratings,7 Ratings,Material: Fabric,In Stock,AK Enterprises,https://www.myntra.com/clutches/rubans/rubans-handcrafted-black-sling-bag-with-intricate-bead-embroidery--sparkling-ad-stone/18122258/buy
Swisni,Embellished Structured Clutch Bag,₹3289,MRP ₹6999,N/A,N/A,Synthetic Leather,In Stock,SWISNI ENTERPRISES,https://www.myntra.com/clutches/swisni/swisni-embellished-structured-clutch-bag/28894422/buy
Esmoda,Embellished Tinsel Frame Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embellished-tinsel-frame-purse-clutch/32339915/buy
Esmoda,Embellished Tinsel Frame Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embellished-tinsel-frame-purse-clutch/32339913/buy
Esmoda,Embroidered Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU & Stains,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embroidered-purse-clutch/32339911/buy
Esmoda,Embroidered Tinsel Frame Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embroidered-tinsel-frame-purse-clutch/32339910/buy
Esmoda,Striped Tinsel Frame Purse Clutch with Shoulder Chain,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-striped-tinsel-frame-purse-clutch-with-shoulder-chain/32339806/buy
Esmoda,Striped Tinsel Frame Purse Clutch with Shoulder Chain,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-striped-tinsel-frame-purse-clutch-with-shoulder-chain/32339804/buy
Esmoda,Striped Purse Clutch with Shoulder Chain,MRP₹ 3299,MRP,N/A,N/A,Fabric,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-striped-purse-clutch-with-shoulder-chain/32339802/buy
Esmoda,Tinsel Frame Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-tinsel-frame-purse-clutch/32339800/buy
Esmoda,Striped Purse Clutch with Shoulder Chain,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-striped-purse-clutch-with-shoulder-chain/32339797/buy
Esmoda,Shoulder Strap Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU & Stains,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-shoulder-strap-purse-clutch/32339796/buy
Esmoda,Striped Tinsel Frame Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-striped-tinsel-frame-purse-clutch/32339794/buy
Esmoda,Tinsel Frame Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-tinsel-frame-purse-clutch/32339793/buy
Esmoda,Embroidered Purse Clutch with Shoulder Chain,MRP₹ 3299,MRP,N/A,N/A,Fabric,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embroidered-purse-clutch-with-shoulder-chain/32339792/buy
Esmoda,Striped Tinsel Frame Purse Clutch with Shoulder Chain,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-striped-tinsel-frame-purse-clutch-with-shoulder-chain-/32339789/buy
Esmoda,Striped Tinsel Frame Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-striped-tinsel-frame-purse-clutch/32339788/buy
Esmoda,Tinsel Frame Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-tinsel-frame-purse-clutch/32339786/buy
Esmoda,Colourblocked Purse Clutch with Shoulder Chain,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-colourblocked-purse-clutch-with-shoulder-chain/32339785/buy
Esmoda,Self Design Tinsel Frame Purse Clutch,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-self-design-tinsel-frame-purse-clutch/32339783/buy
Esmoda,Colourblocked Purse Clutch with Shoulder Chain,MRP₹ 3299,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-colourblocked-purse-clutch-with-shoulder-chain/32339782/buy
DOROTHY PERKINS,Quilted Detail Clutch,MRP₹ 3299,MRP,N/A,N/A,100% Polyurethane,In Stock,Truecom Retail,https://www.myntra.com/clutches/dorothy+perkins/dorothy-perkins-quilted-detail-clutch/24029058/buy
Anekaant,Embellished Tasselled Purse Clutch,₹3299,MRP ₹5499,N/A,N/A,Fabric,In Stock,A D PRODUCTS PVT LTD,https://www.myntra.com/clutches/anekaant/anekaant-embellished-tasselled-purse-clutch/27436276/buy
NR By Nidhi Rathi,Embellished Tasselled Purse Clutch,₹3299,MRP ₹5999,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-tasselled-purse-clutch/27236130/buy
Kazo,Vibrant Wooden Clutch Bag,₹3311,MRP ₹3990,N/A,N/A,Synthetic Leather,In Stock,KAZO FASHION PRIVATE LIMITED,https://www.myntra.com/clutches/kazo/kazo-vibrant-wooden-clutch-bag/27103668/buy
ODETTE,Embellished Purse Clutch,₹3318,MRP ₹11063,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/29298354/buy
ODETTE,Embellished Purse Clutch,₹3318,MRP ₹11063,N/A,N/A,N/A,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23917448/buy
ODETTE,Embroidered Purse Clutch,₹3337,MRP ₹11126,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embroidered-purse-clutch/29298784/buy
Tommy Hilfiger,Women Navy Blue & Red Colourblocked Purse Clutch,₹3379,MRP ₹6499,4.5|11 Ratings,11 Ratings,Leather,In Stock,Flashtech Retail,https://www.myntra.com/clutches/tommy+hilfiger/tommy-hilfiger-women-navy-blue--red-colourblocked-purse-clutch/18505420/buy
Hayes London,HAYES LONDON Women Pack of 2 Pure Leather Clutches,₹3419,MRP ₹5999,N/A,N/A,N/A,In Stock,POSHNLUSH LIFESTYLE PRIVATE LIMITED,https://www.myntra.com/clutches/hayes+london/hayes-london-women-pack-of-2-pure-leather-clutches/32598352/buy
Sassora,Pleated Textured Genuine Leather Purse Clutch,₹3455,MRP ₹6399,N/A,N/A,Genuine Leather,In Stock,LEATHERMAN FASHION PVT. LTD.,https://www.myntra.com/clutches/sassora/sassora-pleated-textured-genuine-leather-purse-clutch/30888133/buy
Metro,Embellished Purse Clutch,MRP₹ 3490,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-embellished-purse-clutch/31431873/buy
Metro,Embroidered Purse Clutch,MRP₹ 3490,MRP,N/A,N/A,Fabric,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-embroidered-purse-clutch/31431872/buy
Metro,Embellished Purse Clutch,MRP₹ 3490,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-embellished-purse-clutch/31431871/buy
Metro,Embroidered Purse Clutch,MRP₹ 3490,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-embroidered-purse-clutch/28782350/buy
Kazo,Grace Fringed Purse Clutch,₹3493,MRP ₹4990,N/A,N/A,Synthetic,In Stock,KAZO FASHION PRIVATE LIMITED,https://www.myntra.com/clutches/kazo/kazo-grace-fringed-purse-clutch/31261704/buy
sugarcrush,Embellished Purse Clutch,₹3499,MRP ₹4999,N/A,N/A,N/A,In Stock,SUGARCRUSH,https://www.myntra.com/clutches/sugarcrush/sugarcrush-embellished-purse-clutch/32072151/buy
sugarcrush,Embellished Purse Clutch,₹3499,MRP ₹4999,N/A,N/A,N/A,In Stock,SUGARCRUSH,https://www.myntra.com/clutches/sugarcrush/sugarcrush-embellished-purse-clutch/32072150/buy
sugarcrush,Embellished Purse Clutch,₹3499,MRP ₹4999,N/A,N/A,N/A,In Stock,SUGARCRUSH,https://www.myntra.com/clutches/sugarcrush/sugarcrush-embellished-purse-clutch/32072149/buy
sugarcrush,Embellished Purse Clutch,₹3499,MRP ₹4999,N/A,N/A,N/A,In Stock,SUGARCRUSH,https://www.myntra.com/clutches/sugarcrush/sugarcrush-embellished-purse-clutch/32072147/buy
NR By Nidhi Rathi,Gold-Toned & White Embroidered Embroidered Purse Clutch,₹3499,MRP ₹6999,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-gold-toned--white-embroidered-embroidered-purse-clutch/20640310/buy
NR By Nidhi Rathi,Embroidered Pearls Embellished Purse Clutch,₹3499,MRP ₹9999,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embroidered-pearls-embellished-purse-clutch/31232948/buy
NR By Nidhi Rathi,Embellished Pearls Purse Clutch,₹3499,MRP ₹9999,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-pearls-purse-clutch/31232928/buy
Forever New,Milana Monochrome Purse Clutch,₹3520,MRP ₹4400,N/A,N/A,Outer: 60% Cotton 40% Flax,In Stock,FOREVER NEW APPARELS PVT LTD,https://www.myntra.com/clutches/forever+new/forever-new-milana-monochrome-purse-clutch/32373045/buy
Forever New,Chelsea Chainmail Embellished Purse Clutch,₹3520,MRP ₹4400,4.6|5 Ratings,5 Ratings,PU,In Stock,FOREVER NEW APPARELS PVT LTD,https://www.myntra.com/clutches/forever+new/forever-new-chelsea-chainmail-embellished-purse-clutch/31360723/buy
Sassora,Textured Premium Genuine Leather Purse Clutch,₹3539,MRP ₹5999,N/A,N/A,Genuine Leather,In Stock,LEATHERMAN FASHION PVT. LTD.,https://www.myntra.com/clutches/sassora/sassora-textured-premium-genuine-leather-purse-clutch/31960127/buy
Anekaant,Embellished Purse Clutch,₹3574,MRP ₹5499,N/A,N/A,Fabric,In Stock,A D PRODUCTS PVT LTD,https://www.myntra.com/clutches/anekaant/anekaant-embellished-purse-clutch/30371365/buy
THE TAN CLAN,Embellished Purse Clutch,₹3575,MRP ₹6500,N/A,N/A,Suede,In Stock,A. N. LIFESTYLE PRIVATE LIMITED,https://www.myntra.com/clutches/the+tan+clan/the-tan-clan-embellished-purse-clutch/29966712/buy
THE TAN CLAN,Embroidered Embellished Purse Clutch,₹3575,MRP ₹6500,N/A,N/A,Suede,In Stock,A. N. LIFESTYLE PRIVATE LIMITED,https://www.myntra.com/clutches/the+tan+clan/the-tan-clan-embroidered-embellished-purse-clutch/29966706/buy
THE TAN CLAN,Embellished Purse Clutch,₹3575,MRP ₹6500,N/A,N/A,Suede,In Stock,,https://www.myntra.com/clutches/the+tan+clan/the-tan-clan-embellished-purse-clutch/29966694/buy
Hidesign,Leather Purse Clutch,MRP₹ 3595,MRP,N/A,N/A,Leather,In Stock,Hidesign India Private Limited,https://www.myntra.com/clutches/hidesign/hidesign-leather-purse-clutch/29194916/buy
Hidesign,Women Textured Purse Clutch,MRP₹ 3595,MRP,N/A,N/A,Leather,In Stock,Hidesign India Private Limited,https://www.myntra.com/clutches/hidesign/hidesign-women-textured-purse-clutch/22821034/buy
Hidesign,Women Orange & Brown Textured Purse Clutch,MRP₹ 3595,MRP,3|5 Ratings,5 Ratings,Leather,In Stock,Hidesign India Private Limited,https://www.myntra.com/clutches/hidesign/hidesign-women-orange--brown-textured-purse-clutch/15377830/buy
REZZY,Embroidered Purse Clutch,MRP₹ 3599,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-embroidered-purse-clutch/29472694/buy
NR By Nidhi Rathi,Embellished Tasselled Box Clutch,₹3599,MRP ₹8999,N/A,N/A,Synthetic Leather,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-tasselled-box-clutch/25236564/buy
ODETTE,Embellished Purse Clutch,₹3641,MRP ₹12137,N/A,N/A,Synthetic,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23917486/buy
ODETTE,Embellished Purse Clutch,₹3650,MRP ₹12169,N/A,N/A,Metal,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23890638/buy
Rubans,Silver-Toned & Black Embellished Purse Clutch,₹3683,MRP ₹10232,N/A,N/A,PU leather,In Stock,AK Enterprises,https://www.myntra.com/clutches/rubans/rubans-silver-toned--black-embellished-purse-clutch/18122282/buy
Rocia,Embellished Purse Clutch,MRP₹ 3690,MRP,N/A,N/A,Fabric,In Stock,REGAL BRANDS PRIVATE LIMITED,https://www.myntra.com/clutches/rocia/rocia-embellished-purse-clutch/30637308/buy
Metro,Embellished Purse Clutch,MRP₹ 3690,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-embellished-purse-clutch/26956190/buy
Metro,Embellished Purse Clutch,MRP₹ 3690,MRP,4.5|10 Ratings,10 Ratings,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-embellished-purse-clutch/26956088/buy
ODETTE,Embellished Purse Clutch,₹3717,MRP ₹12390,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/29305044/buy
IRTH,Women Juliet Kiss Lock Purse Clutch,MRP₹ 3795,MRP,N/A,N/A,PU,In Stock,Supercom Net,https://www.myntra.com/clutches/irth/irth-women-juliet-kiss-lock-purse-clutch/32379580/buy
Hidesign,Women Blue Textured Wallet,MRP₹ 3795,MRP,N/A,N/A,N/A,In Stock,Hidesign India Private Limited,https://www.myntra.com/clutches/hidesign/hidesign-women-blue-textured-wallet/15132990/buy
AMYRA,Embroidered Purse,MRP₹ 3799,MRP,N/A,N/A,Fabric,In Stock,MIA DESIGN STUDIO LLP,https://www.myntra.com/clutches/amyra/amyra-embroidered-purse/27987104/buy
ODETTE,Sequin Embellished Synthetic Purse Clutch,₹3849,MRP ₹12833,N/A,N/A,Synthetic,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-sequin-embellished-synthetic-purse-clutch/22597630/buy
Rubans,Silver-Toned Embellished Embroidered Purse,₹3900,MRP ₹13000,N/A,N/A,Material: Fabric,In Stock,AK Enterprises,https://www.myntra.com/clutches/rubans/rubans-silver-toned-embellished-embroidered-purse/18122242/buy
Mochi,Embellished Purse Clutch,MRP₹ 3990,MRP,N/A,N/A,Fabric,In Stock,METRO BRANDS,https://www.myntra.com/clutches/mochi/mochi-embellished-purse-clutch/31431885/buy
Metro,Embellished Purse Clutch,MRP₹ 3990,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-embellished-purse-clutch/31431876/buy
Metro,Embellished Purse Clutch,MRP₹ 3990,MRP,N/A,N/A,Synthetic,In Stock,METRO BRANDS,https://www.myntra.com/clutches/metro/metro-embellished-purse-clutch/31431869/buy
Hidesign,Tan Textured Purse Clutch,MRP₹ 3995,MRP,3.4|5 Ratings,5 Ratings,Leather,In Stock,Hidesign India Private Limited,https://www.myntra.com/clutches/hidesign/hidesign-tan-textured-purse-clutch/19112604/buy
Esmoda,Embellished Purse Clutch,MRP₹ 3999,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embellished-purse-clutch/32339799/buy
Esmoda,Embellished Purse Clutch,MRP₹ 3999,MRP,N/A,N/A,PU & Stains,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embellished-purse-clutch/32339798/buy
Esmoda,Embellished Purse Clutch,MRP₹ 3999,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embellished-purse-clutch/32339791/buy
Esmoda,Embellished Purse Clutch,MRP₹ 3999,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embellished-purse-clutch/32339790/buy
Esmoda,Embellished Purse Clutch,MRP₹ 3999,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embellished-purse-clutch/32339787/buy
Esmoda,Embellished Purse Clutch,MRP₹ 3999,MRP,N/A,N/A,PU,In Stock,ESMODA BAGS,https://www.myntra.com/clutches/esmoda/esmoda-embellished-purse-clutch/32339784/buy
Joe & Mellon,Textured Leather Purse Clutch,MRP₹ 3999,MRP,N/A,N/A,Leather,In Stock,ROSSO BRUNELLO LEATHERS PRIVATE LIMITED,https://www.myntra.com/clutches/joe+%26+mellon/joe--mellon-textured-leather-purse-clutch/32124226/buy
Joe & Mellon,Textured Leather Purse Clutch,MRP₹ 3999,MRP,N/A,N/A,Leather,In Stock,ROSSO BRUNELLO LEATHERS PRIVATE LIMITED,https://www.myntra.com/clutches/joe+%26+mellon/joe--mellon-textured-leather-purse-clutch/32124224/buy
Joe & Mellon,Textured Leather Purse Clutch,MRP₹ 3999,MRP,N/A,N/A,Leather,In Stock,ROSSO BRUNELLO LEATHERS PRIVATE LIMITED,https://www.myntra.com/clutches/joe+%26+mellon/joe--mellon-textured-leather-purse-clutch/32124223/buy
sugarcrush,Embellished Purse Clutch,₹3999,MRP ₹4999,N/A,N/A,N/A,In Stock,SUGARCRUSH,https://www.myntra.com/clutches/sugarcrush/sugarcrush-embellished-purse-clutch/32393628/buy
sugarcrush,Embellished Purse Clutch,₹3999,MRP ₹4999,N/A,N/A,N/A,In Stock,SUGARCRUSH,https://www.myntra.com/clutches/sugarcrush/sugarcrush-embellished-purse-clutch/32393625/buy
sugarcrush,Embellished Purse Clutch,₹3999,MRP ₹4999,N/A,N/A,N/A,In Stock,SUGARCRUSH,https://www.myntra.com/clutches/sugarcrush/sugarcrush-embellished-purse-clutch/32393620/buy
NR By Nidhi Rathi,Embellished Purse Clutch,₹3999,MRP ₹9999,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-purse-clutch/31232952/buy
NR By Nidhi Rathi,Embellished Purse Clutch,₹3999,MRP ₹9999,N/A,N/A,Fabric,In Stock,CLUTHCHES & JUTTIS BY NR,https://www.myntra.com/clutches/nr+by+nidhi+rathi/nr-by-nidhi-rathi-embellished-purse-clutch/31232941/buy
ODETTE,Embellished Beaded Purse Clutch,₹4045,MRP ₹13486,N/A,N/A,N/A,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-beaded-purse-clutch/23917368/buy
ODETTE,Red Embellished Purse Clutch,₹4096,MRP ₹13654,N/A,N/A,Synthetic,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-red-embellished-purse-clutch/15739830/buy
REZZY,Blue & Pink Sequin Embellished Purse Clutch,MRP₹ 4099,MRP,N/A,N/A,Canvas,In Stock,ESS BEE HANDICRAFTS,https://www.myntra.com/clutches/rezzy/rezzy-blue--pink-sequin-embellished-purse-clutch/17634132/buy
Anekaant,Embellished Tasselled Purse,₹4124,MRP ₹5499,N/A,N/A,Faux Silk,In Stock,A D PRODUCTS PVT LTD,https://www.myntra.com/clutches/anekaant/anekaant-embellished-tasselled-purse-/27436244/buy
Sassora,Striped Textured Leather Purse Clutch,₹4239,MRP ₹7999,N/A,N/A,Leather,In Stock,LEATHERMAN FASHION PVT. LTD.,https://www.myntra.com/clutches/sassora/sassora-striped-textured-leather-purse-clutch/24379486/buy
ODETTE,Embellished Purse Clutch,₹4248,MRP ₹14160,N/A,N/A,Fabric,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/30812752/buy
Jalwa Art,Textured Cut Work Purse Clutch,MRP₹ 4285,MRP,N/A,N/A,Metal,In Stock,Jalwa Art,https://www.myntra.com/clutches/jalwa+art/jalwa-art-textured-cut-work-purse-clutch/29221732/buy
Jalwa Art,Embellished Purse Clutch,MRP₹ 4375,MRP,N/A,N/A,Synthetic,In Stock,Jalwa Art,https://www.myntra.com/clutches/jalwa+art/jalwa-art-embellished-purse-clutch/26015320/buy
Jalwa Art,Embellished Purse Clutch,MRP₹ 4375,MRP,N/A,N/A,Synthetic,In Stock,Jalwa Art,https://www.myntra.com/clutches/jalwa+art/jalwa-art-embellished-purse-clutch/26015314/buy
Jalwa Art,Embellished Purse Clutch,MRP₹ 4375,MRP,N/A,N/A,Synthetic,In Stock,Jalwa Art,https://www.myntra.com/clutches/jalwa+art/jalwa-art-embellished-purse-clutch/26015310/buy
Lovetobag,Embellished Box Clutch,MRP₹ 4400,MRP,N/A,N/A,Fabric,In Stock,M/S LOVETOBAG ACCESSORIES PRIVATE LIMITED,https://www.myntra.com/clutches/lovetobag/lovetobag-embellished-box-clutch/25788286/buy
Cheemo,Textured Embellished Purse Clutch,MRP₹ 4490,MRP,N/A,N/A,N/A,In Stock,METRO BRANDS,https://www.myntra.com/clutches/cheemo/cheemo-textured-embellished-purse-clutch/31675171/buy
AlorBags,Embroidered Purse Clutch,MRP₹ 4499,MRP,N/A,N/A,Handwork & Beads,In Stock,R.S,https://www.myntra.com/clutches/alorbags/alorbags-embroidered-purse-clutch/31408190/buy
AMYRA,Women Embroidered Vintage Purse,MRP₹ 4499,MRP,N/A,N/A,Fabric,In Stock,MIA DESIGN STUDIO LLP,https://www.myntra.com/clutches/amyra/amyra-women-embroidered-vintage-purse-/31081681/buy
AMYRA,Women Embroidered Vintage Purse,MRP₹ 4499,MRP,N/A,N/A,Fabric,In Stock,MIA DESIGN STUDIO LLP,https://www.myntra.com/clutches/amyra/amyra-women-embroidered-vintage-purse/31081644/buy
U.S. Polo Assn. Women,U.S. Polo Assn. RUTH Women Cross Body Bag,MRP₹ 4599,MRP,N/A,N/A,PU,In Stock,ARVIND LIFESTYLE BRANDS LIMITED,https://www.myntra.com/clutches/u.s.+polo+assn.+women/us-polo-assn-ruth-women-cross-body-bag/31849343/buy
U.S. Polo Assn. Women,U.S. Polo Assn. RUTH Women Cross Body Bag,MRP₹ 4599,MRP,N/A,N/A,PU,In Stock,ARVIND LIFESTYLE BRANDS LIMITED,https://www.myntra.com/clutches/u.s.+polo+assn.+women/us-polo-assn-ruth-women-cross-body-bag/31849315/buy
Sassora,Stone & Beads Purse with Shoulder Strap,₹4619,MRP ₹7699,N/A,N/A,Metal,In Stock,LEATHERMAN FASHION PVT. LTD.,https://www.myntra.com/clutches/sassora/sassora-stone--beads-purse-with-shoulder-strap/28018922/buy
Sassora,Stone & Beads Purse with Shoulder Strap,₹4619,MRP ₹7699,N/A,N/A,Metal,In Stock,LEATHERMAN FASHION PVT. LTD.,https://www.myntra.com/clutches/sassora/sassora-stone--beads-purse-with-shoulder-strap/28018920/buy
ODETTE,Embellished Purse Clutch,₹4646,MRP ₹15488,N/A,N/A,Metal,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23890622/buy
ODETTE,Embellished Purse Clutch,₹4763,MRP ₹15879,N/A,N/A,Synthetic,In Stock,Odette E - Retail Private Limited,https://www.myntra.com/clutches/odette/odette-embellished-purse-clutch/23917338/buy
Forever New,Signature Ellie Purse Clutch,₹4799,MRP ₹5999,N/A,N/A,Outer: 100% Polyurethane,In Stock,FOREVER NEW APPARELS PVT LTD,https://www.myntra.com/clutches/forever+new/forever-new-signature-ellie-purse-clutch/30761912/buy
Accessorize,Metallic Pleated Shoulder Strap Clutch Bag,₹4833,MRP ₹6445,N/A,N/A,PU,In Stock,PLANET RETAIL HOLDINGS PVT. LTD,https://www.myntra.com/clutches/accessorize/accessorize-metallic-pleated-shoulder-strap-clutch-bag/31000108/buy
Abelardo De Moda,Leather Purse Clutch,₹4950,MRP ₹9000,N/A,N/A,Leather,In Stock,CASSINI DE MODA,https://www.myntra.com/clutches/abelardo+de+moda/abelardo-de-moda-leather-purse-clutch/27550036/buy
RAREISM,Leather Purse Clutch,MRP₹ 4999,MRP,N/A,N/A,N/A,In Stock,RADHAMANI TEXTILES PVT LTD,https://www.myntra.com/clutches/rareism/rareism-leather-purse-clutch/32778306/buy
RAREISM,Leather Purse Clutch,MRP₹ 4999,MRP,N/A,N/A,N/A,In Stock,RADHAMANI TEXTILES PVT LTD,https://www.myntra.com/clutches/rareism/rareism-leather-purse-clutch/32778305/buy
RAREISM,Leather Purse Clutch,MRP₹ 4999,MRP,N/A,N/A,N/A,In Stock,RADHAMANI TEXTILES PVT LTD,https://www.myntra.com/clutches/rareism/rareism-leather-purse-clutch/32778304/buy
RAREISM,Leather Purse Clutch,MRP₹ 4999,MRP,N/A,N/A,N/A,In Stock,RADHAMANI TEXTILES PVT LTD,https://www.myntra.com/clutches/rareism/rareism-leather-purse-clutch/32778303/buy
sugarcrush,Embellished Purse Clutch,MRP₹ 4999,MRP,N/A,N/A,N/A,In Stock,SUGARCRUSH,https://www.myntra.com/clutches/sugarcrush/sugarcrush-embellished-purse-clutch/32072148/buy
ALDO,Embellished Purse Clutch,₹5399,MRP ₹8999,N/A,N/A,Synthetic,In Stock,APPAREL GROUP INDIA PRIVATE LIMITED,https://www.myntra.com/clutches/aldo/aldo-embellished-purse-clutch/24431150/buy
Accessorize,Floral Embroidered Clutch,₹5471,MRP ₹7295,N/A,N/A,Fabric,In Stock,PLANET RETAIL HOLDINGS PVT. LTD,https://www.myntra.com/clutches/accessorize/accessorize-floral-embroidered-clutch/31000102/buy
Calvin Klein,Printed Brand Logo Clutch,MRP₹ 5499,MRP,N/A,N/A,100% POLYURETHANE,In Stock,MIRAYA MERCHANDISE PRIVATE LIMITED,https://www.myntra.com/clutches/calvin+klein/calvin-klein-printed-brand-logo-clutch/32770686/buy
